sub_industry,Industry,sector,sic_code,sic_description,company_name,person_name,email,website,country,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,is_duplicate,duplicate_group,role_function,role_confidence
(HVAC) Heating Contractors & Consultants,Construction & Engineering,Construction & Materials,43220,"Plumbing, heat and air-conditioning installation",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,False,,Other,0.0
Artisan Foods,Food & Beverage Industry,Manufacturing & Industrials,10890,Manufacture of other food products n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Damp Course Manufacturers,Building Materials & Products,Construction & Materials,41202,Construction of domestic buildings,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dance & Balletwear,Apparel,Consumer Goods & Services,14132,Manufacture of other women's outerwear,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dance Academy,Education Services,Education,85520,Cultural education,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dance Companies,Entertainment Services,"Media, Publishing & Entertainment",90010,Performing arts,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data & Cloud Storage,Cloud Services,Information Technology,63110,"Data processing, hosting and related activities",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data Center Infrastructure,Information Technology (IT),Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data Communication And Network,Telecommunication Services & Engineering,Telecommunications,61100,Wired telecommunications activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data Disposal Service,IT Services & Support,Information Technology,38120,Collection of hazardous waste,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data Recovery,IT Services & Support,Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data Security Software Products,Information Technology (IT),Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Data Shredding,IT Services & Support,Information Technology,82990,Other business support service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Database Management,IT Services & Support,Information Technology,63110,"Data processing, hosting and related activities",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Database Services,IT Services & Support,Information Technology,63110,"Data processing, hosting and related activities",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baby Food,Food & Beverage Industry,Manufacturing & Industrials,10860,Manufacture of homogenized food preparations and dietetic food,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dating & Friendship Agencies,Specialized Consumer Services,Consumer Goods & Services,96090,Other service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Day Care Centers,Specialized Consumer Services,Consumer Goods & Services,88910,Child day-care activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Debt Advice,Financial Advisory Services,Financial Services,82911,Activities of collection agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Debt Collection,Debt Collection Agencies,Financial Services,82911,Activities of collection agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Debt Consolidation,Consumer Finance,Financial Services,64999,Financial intermediation not elsewhere classified,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Decentralization,Blockchain Services,Information Technology,62020,Information technology consultancy activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Deck Shoes,Apparel,Consumer Goods & Services,15200,Manufacture of footwear,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Decking,Construction & Engineering,Construction & Materials,16230,Manufacture of other builders' carpentry and joinery,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Deconstruction & Enabling Works,Construction & Engineering,Construction & Materials,43110,Demolition,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Decorators' Merchants,Building Materials & Products,Retail,47520,"Retail sale of hardware, paints and glass in specialised stores",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Deep Cleaning,Commercial Cleaning Services,Professional Services,81222,Specialised cleaning services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Defence Systems,Aerospace & Defense,Manufacturing & Industrials,30400,Manufacture of military fighting vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Defense and Space Manufacturing,Aerospace & Defense,Manufacturing & Industrials,30300,Manufacture of air and spacecraft and related machinery,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dehumidifiers & Humidifiers,Mechanical Engineering,Manufacturing & Industrials,28250,Manufacture of non-domestic cooling and ventilation equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Delivery Services,Logistics & Transportation,Transportation & Logistics,53201,Licensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Demolition & Dismantling Contractors,Construction & Engineering,Construction & Materials,43110,Demolition,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dental Care,Health Care Providers & Services,Healthcare,86230,Dental practice activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dental Equipment & Supplies,Medical Devices & Services,Healthcare,32500,Manufacture of medical and dental instruments and supplies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dental School,Education Services,Education,85590,Other education n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dental Technicians,Health Care Providers & Services,Healthcare,86230,Dental practice activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Department Stores,General Retail & Services,Retail,47190,Other retail sale in non-specialised stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dermal Fillers,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Dermatology,Health Care Providers & Services,Healthcare,86220,Specialists medical practice activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Design,Design Services & Engineering,Professional Services,74100,Specialised design activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Design Agency,Design Services & Engineering,Professional Services,74100,Specialised design activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Design Engineers,Design Services & Engineering,Professional Services,71121,Engineering design activities for industrial process and production,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Desk Top Publishing Equipment & Services,Printing Services & Engineering,Manufacturing & Industrials,18130,Pre-press and pre-media services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baked Goods Manufacturing,Food & Beverage Industry,Manufacturing & Industrials,10710,Manufacture of bread; manufacture of fresh pastry goods and cakes,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Detroit Diesel,Auto Components,Automotive,29100,Manufacture of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Developer Tools,Software Development & Services,Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Development Agencies,Government Services,Public Sector & Government,84130,Regulation of and contribution to more efficient operation of businesses,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
DGSA Service,Logistics & Transportation,Transportation & Logistics,52290,Other transportation support activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
DGSA Training,Education Services,Education,85590,Other education n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diagnostic Imaging,Laboratory Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
"Diamond Cutters, Polishers & Merchants",Jewelry,Manufacturing & Industrials,32120,Manufacture of jewellery and related articles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diamond Tool Manufacturers,Industrial Equipment & Supplies,Manufacturing & Industrials,25730,Manufacture of tools,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diathermy Equipment,Medical Devices & Services,Healthcare,32500,Manufacture of medical and dental instruments and supplies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Die Casting Machine & Services,Industrial Equipment & Supplies,Manufacturing & Industrials,28490,Manufacture of other machine tools,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diesel Engine Repair & Maintenance Services,Automotive Services,Consumer Goods & Services,45200,Maintenance and repair of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diesel Fuel Injection Services,"Oil, Gas & Consumable Fuels",Utilities & Energy,45200,Maintenance and repair of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diesel Sideloaders,Material Handling Equipment & Systems,Manufacturing & Industrials,28110,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Diet Club/Weight Loss Services,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
